연번,업종명,인허가일자,업소명,소재지,소재지(지번),영업자시작일,업태명,급수시설,영업상태,데이터기준일
147,일반음식점,1991-09-18,처가집양념치킨 거제고현점,경상남도 거제시 거제중앙로27길 15 (고현동),경상남도 거제시 고현동 961-93 ,2016-10-31,호프/통닭,상수도전용,운영중,2021-03-04
148,일반음식점,1991-10-09,마포숯불구이,경상남도 거제시 장평3로7길 52 (장평동),경상남도 거제시 장평동 626-8 ,2007-03-09,식육(숯불구이),상수도전용,운영중,2021-03-04
149,일반음식점,1991-04-12,우리횟집,경상남도 거제시 일운면 구조라로 42-1 ((1층)),경상남도 거제시 일운면 구조라리 371 ,2012-10-18,횟집,상수도전용,운영중,2021-03-04
150,일반음식점,1991-07-08,수평선횟집,경상남도 거제시 동부면 학동6길 32-1,경상남도 거제시 동부면 학동리 587-1 ,2017-10-11,횟집,상수도전용,운영중,2021-03-04
151,일반음식점,1991-07-12,만골농원,경상남도 거제시 동부면 북병산로 89-22,경상남도 거제시 동부면 구천리 24 ,2007-01-10,한식,지하수전용,운영중,2021-03-04
152,일반음식점,1991-07-30,율포식당,경상남도 거제시 동부면 거제남서로 2006,경상남도 거제시 동부면 율포리 607-2 ,1991-07-30,횟집,상수도전용,운영중,2021-03-04
153,일반음식점,1991-03-28,홍연중화요리,경상남도 거제시 거제면 읍내로2길 31-2,경상남도 거제시 거제면 동상리 423-1 ,2020-01-17,중국식,상수도전용,운영중,2021-03-04
154,일반음식점,1991-10-16,각산식당,경상남도 거제시 거제면 읍내로13길 48 (1층),경상남도 거제시 거제면 서정리 773-1 ,2020-05-20,횟집,상수도전용,운영중,2021-03-04
155,일반음식점,1991-03-25,하둔88횟집,경상남도 거제시 둔덕면 하둔1길 3,경상남도 거제시 둔덕면 하둔리 365-1 ,1991-03-25,횟집,상수도전용,운영중,2021-03-04
156,일반음식점,1991-07-15,동네반점,경상남도 거제시 둔덕면 거제남서로 4600,경상남도 거제시 둔덕면 하둔리 365-50 ,1992-12-08,중국식,상수도전용,운영중,2021-03-04
157,일반음식점,1991-07-12,연안식당,경상남도 거제시 사등면 성포로3길 18,경상남도 거제시 사등면 성포리 343-3 ,2014-01-23,식육(숯불구이),상수도전용,운영중,2021-03-04
158,일반음식점,1991-07-12,청학횟집,경상남도 거제시 사등면 성포로3길 12-1,경상남도 거제시 사등면 성포리 350-3 ,2018-11-16,횟집,상수도전용,운영중,2021-03-04
159,일반음식점,1991-10-24,목화하우스,경상남도 거제시 하청면 하청로 27-2,경상남도 거제시 하청면 하청리 599-4 ,2010-06-25,정종/대포집/소주방,상수도전용,운영중,2021-03-04
160,일반음식점,1991-07-26,비촌치킨(장목점),경상남도 거제시 장목면 거제북로 1200,경상남도 거제시 장목면 장목리 316-1 ,2017-04-20,호프/통닭,상수도전용,운영중,2021-03-04
161,일반음식점,1991-07-04,실전식당,경상남도 거제시 사등면 가조로 1240,경상남도 거제시 사등면 창호리 610-2 ,2015-03-27,통닭(치킨),상수도전용,운영중,2021-03-04
162,일반음식점,1992-05-29,최가네밀면,경상남도 거제시 장승포로 27 (장승포동),경상남도 거제시 장승포동 499-18 ,2021-02-04,한식,상수도전용,운영중,2021-03-04
163,일반음식점,1992-08-19,탑하우스,경상남도 거제시 장승포로1길 34 (장승포동),경상남도 거제시 장승포동 451-4 ,2020-05-04,정종/대포집/소주방,상수도전용,운영중,2021-03-04
164,일반음식점,1992-12-03,큰사랑순대국밥,경상남도 거제시 장승포로1길 3 (장승포동),경상남도 거제시 장승포동 518-1 ,1992-12-03,한식,상수도전용,운영중,2021-03-04
165,일반음식점,1992-05-09,렛츠,경상남도 거제시 능포로 124-1 (능포동),경상남도 거제시 능포동 679-5 ,2019-07-26,까페,상수도전용,운영중,2021-03-04
166,일반음식점,1992-10-01,까치식당,경상남도 거제시 거제대로 3437 (아주동),경상남도 거제시 아주동 209-2 ,2016-05-26,한식,상수도(음용)지하수(주방용)겸용,운영중,2021-03-04
167,일반음식점,1992-07-31,처갓집양념치킨 옥포점,경상남도 거제시 옥포대첩로2길 36 (옥포동),경상남도 거제시 옥포동 546-18 ,2017-10-19,호프/통닭,상수도전용,운영중,2021-03-04
168,일반음식점,1992-11-10,북경,"경상남도 거제시 옥포성안로 54, 1,2층 (옥포동)","경상남도 거제시 옥포동 145-7 1,2층 ",2017-03-16,중국식,상수도전용,운영중,2021-03-04
169,일반음식점,1992-02-14,토정,경상남도 거제시 옥포로 151 (옥포동),경상남도 거제시 옥포동 553-42 ,2019-10-22,한식,상수도전용,운영중,2021-03-04
170,일반음식점,1992-01-20,처갓집양념치킨 주공점,"경상남도 거제시 성산로 20 (옥포동,무지개타운 상가(1층))",경상남도 거제시 옥포동 878-2 무지개타운 상가(1층) ,2016-02-18,호프/통닭,상수도전용,운영중,2021-03-04
171,일반음식점,1992-09-08,충무식당,"경상남도 거제시 옥포로22길 50, 101호 (옥포동, 영진한솔빌라)",경상남도 거제시 옥포동 521-2 ,2020-03-12,한식,상수도전용,운영중,2021-03-04
172,일반음식점,1992-12-11,사또분식,"경상남도 거제시 옥포로19길 16, 1층 (옥포동)",경상남도 거제시 옥포동 525-25 ,2001-04-23,분식,상수도전용,운영중,2021-03-04
173,일반음식점,1992-02-12,둥지하우스,경상남도 거제시 고현로 116 (고현동),경상남도 거제시 고현동 37-10 ,2017-01-24,정종/대포집/소주방,상수도전용,운영중,2021-03-04
174,일반음식점,1992-02-12,거일반점,"경상남도 거제시 고현로 108, 지층 (고현동)",경상남도 거제시 고현동 37-2 ,2019-10-29,중국식,상수도전용,운영중,2021-03-04
175,일반음식점,1992-03-26,만덕식당,경상남도 거제시 장평3로7길 55 (장평동),경상남도 거제시 장평동 346-52 ,2009-06-17,한식,상수도전용,운영중,2021-03-04
176,일반음식점,1992-04-28,동백관,경상남도 거제시 거제중앙로 1910-2 (고현동),경상남도 거제시 고현동 961-79 ,2019-11-11,정종/대포집/소주방,상수도전용,운영중,2021-03-04
177,일반음식점,1992-05-04,구천식당,경상남도 거제시 거제중앙로16길 15-1 (고현동),경상남도 거제시 고현동 81-53 ,1992-05-04,정종/대포집/소주방,상수도전용,운영중,2021-03-04
178,일반음식점,1992-05-12,칠억조식당,경상남도 거제시 거제중앙로23길 14 (고현동),경상남도 거제시 고현동 961-120 ,2020-02-19,한식,상수도전용,운영중,2021-03-04
179,일반음식점,1992-06-15,종점하우스,경상남도 거제시 거제중앙로20길 15-2 (고현동),경상남도 거제시 고현동 44-40 ,2020-10-21,정종/대포집/소주방,상수도전용,운영중,2021-03-04
180,일반음식점,1992-07-04,우성가든,경상남도 거제시 문동폭포길 12 (문동동),경상남도 거제시 문동동 140-2 ,1992-07-04,한식,상수도전용,운영중,2021-03-04
181,일반음식점,1992-08-14,우장군(고현점),경상남도 거제시 거제중앙로26길 7 (고현동),경상남도 거제시 고현동 961-41 ,2010-12-14,식육(숯불구이),상수도전용,운영중,2021-03-04
182,일반음식점,1992-10-22,화림,경상남도 거제시 거제중앙로24길 12 (고현동),경상남도 거제시 고현동 961-162 ,2016-06-08,한식,상수도전용,운영중,2021-03-04
183,일반음식점,1992-12-10,강원식당,경상남도 거제시 고현로9길 11 (고현동),경상남도 거제시 고현동 819-11 ,2008-03-06,한식,상수도전용,운영중,2021-03-04
184,일반음식점,1992-12-30,오거리횟집,"경상남도 거제시 장평로8길 23, 1층 (장평동)",경상남도 거제시 장평동 321-3 ,2021-02-03,횟집,상수도전용,운영중,2021-03-04
185,일반음식점,1992-06-05,순봉가,"경상남도 거제시 일운면 거제대로 2897 (1,2층)","경상남도 거제시 일운면 옥림리 169-1 1,2층 ",2017-10-18,한식,지하수전용,운영중,2021-03-04
186,일반음식점,1992-10-14,호야식당,경상남도 거제시 일운면 지세포4길 5,경상남도 거제시 일운면 지세포리 924-4 ,2014-11-05,한식,상수도전용,운영중,2021-03-04
187,일반음식점,1992-01-03,선우식당,경상남도 거제시 일운면 지세포해안로 92-4,경상남도 거제시 일운면 지세포리 931-44 ,2007-04-11,탕류(보신용),상수도전용,운영중,2021-03-04
188,일반음식점,1992-03-28,제일반점,경상남도 거제시 동부면 거제남서로 3081-2,경상남도 거제시 동부면 산양리 895-8 ,2013-03-19,중국식,상수도전용,운영중,2021-03-04
189,일반음식점,1992-11-05,명화정,경상남도 거제시 동부면 동부로 13,경상남도 거제시 동부면 산양리 373-1 ,1992-11-05,한식,상수도전용,운영중,2021-03-04
190,일반음식점,1992-08-13,가마솥국밥,"경상남도 거제시 동부면 동부로 2, 1층",경상남도 거제시 동부면 산양리 366-5 ,2020-02-10,한식,상수도전용,운영중,2021-03-04
191,일반음식점,1992-05-25,흑진주횟집,경상남도 거제시 동부면 학동6길 51,경상남도 거제시 동부면 학동리 603-3 ,2019-09-05,일식,상수도전용,운영중,2021-03-04
192,일반음식점,1992-06-17,바다맛 선장집,경상남도 거제시 동부면 거제대로 921,경상남도 거제시 동부면 학동리 321-4 ,2002-09-05,횟집,상수도전용,운영중,2021-03-04
193,일반음식점,1992-11-06,옥이산꼼장어.장어,경상남도 거제시 거제면 기성로 28,경상남도 거제시 거제면 남동리 103 ,2020-10-16,횟집,상수도전용,운영중,2021-03-04
194,일반음식점,1992-08-08,신촌갈비,경상남도 거제시 사등면 거제남서로 5337,경상남도 거제시 사등면 덕호리 107-86 ,2017-07-13,식육(숯불구이),상수도전용,운영중,2021-03-04
195,일반음식점,1992-08-10,일미식당,경상남도 거제시 사등면 거제남서로 5339,경상남도 거제시 사등면 덕호리 107-35 ,2018-09-27,한식,상수도전용,운영중,2021-03-04
196,일반음식점,1992-08-10,맥시칸통닭,경상남도 거제시 사등면 거제남서로 5337,경상남도 거제시 사등면 덕호리 107-86 ,2001-09-20,통닭(치킨),상수도전용,운영중,2021-03-04
197,일반음식점,1992-09-01,안전횟집,경상남도 거제시 사등면 성포로3길 10,경상남도 거제시 사등면 성포리 350-6 ,2015-08-24,횟집,상수도전용,운영중,2021-03-04
198,일반음식점,1992-11-05,민속식당,경상남도 거제시 사등면 견내량2길 12-2,경상남도 거제시 사등면 덕호리 28-8 ,2020-06-24,한식,상수도전용,운영중,2021-03-04
199,일반음식점,1992-01-18,다모아식당,경상남도 거제시 연초면 거제북로 27-8,경상남도 거제시 연초면 죽토리 1107-1 ,1997-11-18,한식,상수도전용,운영중,2021-03-04
200,일반음식점,1992-07-27,제일식당,경상남도 거제시 남부면 해금강3길 7-9,경상남도 거제시 남부면 갈곶리 65 ,1992-07-27,횟집,상수도전용,운영중,2021-03-04
201,일반음식점,1993-09-18,청해막썰이횟집,"경상남도 거제시 장승포로 49, 1층 101호 (장승포동, 신부월드)",경상남도 거제시 장승포동 283-99 신부월드 101호(1층) ,2014-11-26,횟집,상수도전용,운영중,2021-03-04
202,일반음식점,1993-04-01,물회랑매운탕,경상남도 거제시 장승로 95-1 (장승포동),경상남도 거제시 장승포동 537-38 ,2018-10-08,횟집,상수도전용,운영중,2021-03-04
203,일반음식점,1993-12-11,진미회식당,경상남도 거제시 마전9길 16 (장승포동),경상남도 거제시 장승포동 549-2 ,2019-05-31,횟집,상수도전용,운영중,2021-03-04
204,일반음식점,1993-06-07,멕시칸양념통닭,"경상남도 거제시 탑곡로 80 (아주동,(103호))",경상남도 거제시 아주동 320-26 (103호) ,2001-07-03,통닭(치킨),상수도전용,운영중,2021-03-04
205,일반음식점,1991-11-17,문쉐프(chef),"경상남도 거제시 하청면 연하해안로 1714, 1층",경상남도 거제시 하청면 하청리 671-3 외 5필지(1층) ,2018-05-21,호프/통닭,상수도전용,운영중,2021-03-04
206,일반음식점,1993-02-16,곱짱곱짱,경상남도 거제시 옥포로10길 25 (옥포동),경상남도 거제시 옥포동 424-1 ,2020-11-11,식육(숯불구이),상수도전용,운영중,2021-03-04
207,일반음식점,1993-03-10,만고강산,경상남도 거제시 옥포로 163 (옥포동),경상남도 거제시 옥포동 552-1 ,2010-06-17,한식,상수도전용,운영중,2021-03-04
208,일반음식점,1993-11-24,플러스,경상남도 거제시 옥포로13길 19 (옥포동),경상남도 거제시 옥포동 546-2 ,2017-09-27,호프/통닭,상수도전용,운영중,2021-03-04
209,일반음식점,1993-10-27,정아식당,"경상남도 거제시 옥포로 215 (옥포동,중앙시장 32호)",경상남도 거제시 옥포동 529-8 중앙시장 32호 ,2015-11-17,한식,지하수전용,운영중,2021-03-04
210,일반음식점,1993-01-11,철이식당,경상남도 거제시 장평로10길 8 (장평동),경상남도 거제시 장평동 1142-10 ,1995-06-03,한식,상수도전용,운영중,2021-03-04
211,일반음식점,1993-02-23,꼴목 고현점,경상남도 거제시 거제중앙로26길 12 (고현동),경상남도 거제시 고현동 961-66 ,2020-08-18,정종/대포집/소주방,상수도전용,운영중,2021-03-04
212,일반음식점,1993-04-03,돼지꿈,경상남도 거제시 장평1로14길 23 (장평동),경상남도 거제시 장평동 346-81 ,2003-09-05,식육(숯불구이),상수도전용,운영중,2021-03-04
213,일반음식점,1993-08-06,김밥나라,경상남도 거제시 중곡로 15 (고현동),경상남도 거제시 고현동 997-5 ,2019-12-30,김밥(도시락),상수도전용,운영중,2021-03-04
214,일반음식점,1993-08-25,형제손왕만두분식,경상남도 거제시 거제중앙로24길 12 (고현동),경상남도 거제시 고현동 961-162 ,1999-01-16,분식,상수도전용,운영중,2021-03-04
215,일반음식점,1993-10-15,제일반점,경상남도 거제시 장평3로7길 19 (장평동),경상남도 거제시 장평동 346-85 ,2019-08-26,중국식,상수도전용,운영중,2021-03-04
216,일반음식점,1993-10-16,지코바숯불양념치킨(고현점),경상남도 거제시 거제중앙로 1834 (고현동),경상남도 거제시 고현동 236-3 ,2008-07-11,통닭(치킨),상수도전용,운영중,2021-03-04
217,일반음식점,1993-11-05,아지트연탄구이,경상남도 거제시 거제중앙로23길 16 (고현동),경상남도 거제시 고현동 961-119 ,2018-06-11,식육(숯불구이),상수도전용,운영중,2021-03-04
218,일반음식점,1993-11-25,칠천도횟집,경상남도 거제시 거제중앙로 1887-3 (고현동),경상남도 거제시 고현동 98-39 ,2020-12-18,횟집,상수도전용,운영중,2021-03-04
219,일반음식점,1993-06-28,해물&빼떼기,경상남도 거제시 사등면 성포로 97,경상남도 거제시 사등면 성포리 374-14 ,2018-04-24,횟집,상수도전용,운영중,2021-03-04
